"city","count(*)","avg(price)"
"Green Cove Springs",358,386293.882682
"Dothan",357,216939.288515
"Germantown",356,539340.306180
"Graham",356,411416.522472
"Racine",356,199055.477528
"Bozeman",356,1553353.047753
"Lake Lure",355,203263.076056
"Powder Springs",354,498778.884181
"Taylorsville",353,249693.133144
"Palmyra",353,296828.966006
"Adelanto",353,303104.382436
"Inman",353,307033.300283
"Kihei",353,2596926.300283
"Annapolis",352,729419.883523
"Benson",352,305551.019886
"Brevard",352,247361.497159
"Bayside",351,612455.071225
"Coeur D Alene",351,1098319.341880
"Dripping Springs",351,1023475.253561
"Kingsland",351,420959.361823
"Riverdale",351,232296.256410
"Selma",351,289161.712251
"McMinnville",351,429771.236311
"Eatonton",350,380977.851429
"Calhoun",349,401952.650430
"Celina",349,821616.810888
"Pocatello",349,401221.114613
"Baldwin",348,520714.807471
"Mebane",348,428881.303468
"Ocean Shores",348,267882.140805
"Fort Lee",348,579516.798851
"Kalispell",348,755478.709770
"Eloy",347,151248.530259
"Grand Blanc",347,347837.141210
"Greenwich",347,3699554.031700
"Grove City",347,390054.933718
"Geneva",346,299923.127168
"Loxahatchee",346,725786.173410
"Arizona City",346,158872.820809
"Watford City",346,250392.849711
"Vernon",345,232110.988406
"Minot",345,220043.539130
"Pawleys Island",345,591115.428986
"Perris",345,653278.675362
"Southampton",345,3893698.913043
"Gresham",345,584180.324638
"Cape Girardeau",345,171093.272464
"Centerville",345,381656.046377
"Show Low",344,259241.595930
"Miramar",344,509230.488372
"Paradise",344,389538.508721
"Hebron",344,375143.055233
"Hockley",343,411605.099125
"Maumelle",343,261993.314869
"Menifee",342,614316.956140
"Waterbury",342,236647.219298
"Appleton",342,305791.856725
"Dawsonville",342,484113.766082
"Joshua Tree",342,305258.052632
"Bossier City",340,251431.344118
"Crawfordville",339,271502.864307
"Niles",339,271364.268437
"Oak Park",339,424441.896755
"Chico",338,635657.482249
"Elizabeth City",338,228816.133136
"Ozark",337,257150.252226
"Aledo",337,690448.468843
"Bellingham",337,735001.421365
"Kathleen",336,367012.845238
"Monterey",336,443579.023810
"Normangee",336,50802.125000
"Midway",335,544984.755224
"Milan",335,204239.579104
"Bellaire",335,417472.214925
"Commerce City",335,544593.573134
"Rosamond",335,231090.074627
"Saint Albans",335,477243.898507
"Captain Cook",334,270453.128743
"Coolidge",334,333384.868263
"Lewisburg",334,331603.786787
"Pass Christian",334,226355.970060
"Sedona",333,1028307.663664
"Kernersville",333,309030.628483
"Florissant",332,238864.990964
"Harrisonburg",332,343511.484940
"Belen",332,157934.683735
"Chillicothe",332,203682.379518
"Pt Orchard",332,550089.933735
"Ruskin",331,388456.314199
"Seymour",331,294700.212121
"Waxhaw",331,736685.314199
"Meridianville",330,439789.160606
"Greeley",330,545413.836364
"Kuna",330,678341.684848
"Carson City",330,809040.381818
"Brookings",329,283432.419453
"Evanston",329,482533.449848
"Garner",329,430261.872340
"Hermitage",328,414270.911585
"Newberry",328,431252.167683
"Wichita Falls",328,273649.335366
"Oshkosh",327,271949.853211
"Plantation",327,565692.831804
"Fond Du Lac",327,171443.981651
"Kirkland",327,1438833.993884
"Adrian",327,201715.061162
"Cathedral City",327,411836.804281
"Scarsdale",326,1714792.785276
"Lake Forest",326,1254511.279141
"Loudon",326,274500.852761
"Mandeville",326,481600.638037
"Nolensville",326,905799.340491
"Port Orange",325,476108.443077
"Bryson City",325,235144.110769
"Davie",325,686713.147846
"Collierville",324,734938.799383
"Rockwood",324,155799.459877
"Somerville",324,717694.598765
"Southaven",323,306628.198142
"Amherst",323,256718.650155
"Goshen",323,454705.371517
"Graniteville",323,277103.622291
"Gaithersburg",322,621371.518634
"Rego Park",322,437564.444099
"Tahlequah",322,182492.422360
"Wentzville",322,537625.462733
"Abbeville",322,152119.760870
"Clover",321,406317.595016
"Defuniak Springs",321,250090.504673
"Grass Valley",321,533931.928349
"Harlingen",321,309131.439252
"Kennewick",321,432913.844237
"Lake Stevens",321,873960.981308
"Mount Holly",320,376859.743750
"Allen",320,673021.825000
"Bandera",320,236620.440625
"Shelton",319,350019.482759
"Twin Falls",319,508856.761755
"Merced",318,593742.666667
"Merritt Island",318,717893.303145
"Oakdale",317,541119.832808
"Findlay",317,207133.501577
"Irvington",317,444939.718612
"Duncan",316,254334.101266
"Pearland",316,463615.164557
"Davis",316,333565.329114
"Denison",316,376384.477848
"Chula Vista",315,740649.625397
"Cordova",315,352669.155556
"McHenry",315,379216.939683
"Oak Ridge",315,363851.635762
"Lodi",314,561568.477707
"Dillon",314,912096.009554
"Ewa Beach",314,769809.640127
"Folsom",314,684850.942675
"Grimes",313,297794.801917
"Scranton",313,234216.824281
"Statesboro",313,281190.450479
"Tavares",312,396676.134615
"Apache Junction",312,270806.358974
"Corning",312,206261.185897
"Pittsboro",311,669493.549839
"Port Charlotte",311,196208.180064
"Portage",311,286540.581994
"Riverton",311,365713.263666
"Flowery Branch",310,490214.638710
"Justin",310,489276.754839
"Yorkville",310,383030.003226
"Tiffin",309,417313.423948
"Moore",309,252753.624595
"Owens Cross Roads",309,386576.961165
"Deming",309,90952.258900
"El Cajon",309,669715.851133
"Eagle River",308,383666.743506
"Kennesaw",308,515173.029221
"Mason",308,732183.064935
"Nokomis",308,716893.198052
"Pikeville",308,224318.655844
"Rosemary Beach",308,1980247.113636
"Simi Valley",308,820114.113636
"Danbury",308,370783.178571
"Highlands",307,714971.231270
"Hurricane",307,675737.703583
"Downingtown",306,527341.869281
"Enterprise",306,254647.816993
"Glen Burnie",306,397727.496732
"Ardmore",306,303671.885621
"Miami Gardens",306,348035.473856
"Starkville",306,305439.549020
"Pontiac",305,165017.200000
"Albrightsville",305,69861.118033
"Deer Park",305,507793.167213
"High Point",305,204575.265781
"Lakeside",304,700882.753289
"Ocklawaha",304,160087.565789
"Moncks Corner",303,437462.122112
"Alton",303,151106.924092
"Milledgeville",302,270604.509934
"Palm Harbor",302,522616.599338
"Wendell",302,474197.019868
"Winder",302,387171.970199
"Raeford",302,281563.245033
"Whitefish",301,1537647.840532
"Roseburg",300,476716.706667
"Auburndale",300,369006.550000
"Brookshire",300,585735.436667
"Byron",300,323201.596667
"Dandridge",300,286165.666667
"Kenosha",300,611231.436667
"Fort Walton Beach",298,467314.271812
"Prattville",298,290899.241611
"Rehoboth Beach",298,874203.295302
"Festus",297,260654.932660
"Kearney",297,367776.545455
"Victor",297,683688.505051
"Manor",297,647413.754209
"Noblesville",296,396327.631757
"Winnemucca",296,182577.469595
"Horseshoe Bend",296,56945.989865
"Idaho Falls",295,476864.800000
"Valdosta",295,400891.013559
"Ada",295,277158.657627
"Clewiston",295,191300.383051
"Crystal Lake",295,366115.430508
"Dubuque",294,245901.588435
"Saint Simons Island",294,848326.081633
"New Albany",294,388354.897959
"North Miami",293,801945.715939
"Phenix City",293,196255.853242
"Sterling Heights",293,312800.952218
"Arden",293,575375.955631
"Fargo",293,416612.525597
"Dacula",292,534611.630137
"Hollister",291,570189.817869
"Manassas",291,606933.216495
"Mapleton",291,462340.907216
"The Villages",291,510175.109966
"Santa Ana",290,1190761.251724
"Texas City",290,296018.479310
"Pagosa Springs",290,700391.031034
"Concho",290,45913.855172
"Greenbrier",290,229972.534483
"Greeneville",290,239174.400000
"Elko",289,350823.474048
"Chicago Heights",289,162025.733564
"Claremore",289,259743.121107
"Burleson",288,508388.916667
"Levittown",288,505774.027778
"Millville",288,247035.159722
"Morris",288,378652.059028
"Waldorf",288,446375.409722
"Wheeling",288,242066.659722
"Ypsilanti",287,337506.832753
"Zebulon",287,464257.940767
"Arlington Heights",287,411033.442509
"Pooler",287,392557.411150
"Eden",287,511770.965157
"Medina",287,798752.449477
"Mount Dora",286,600644.174825
"Mustang",286,353001.444056
"Brookfield",286,434580.097902
"Egg Harbor Township",286,357506.472028
"Hoschton",285,550880.694737
"Lutz",285,617709.200000
"Nebo",285,132590.863158
"North Liberty",285,353128.505263
"Weaverville",285,351029.589474
"Rogersville",285,262521.859649
"Shallotte",285,213373.217544
"Woodside",284,1630721.028169
"Clearlake",283,303021.798587
"Coral Gables",283,3413106.491166
"Renton",282,828277.198582
"Irving",282,505729.170213
"Orland Park",282,408158.797872
"West Plains",282,188873.847518
"Eagle Pass",281,305944.526690
"Hawley",281,179002.295374
"Angel Fire",281,251227.024911
"Clyde",281,252702.377224
"Pulaski",281,341746.234875
"Margate",281,273406.021352
"Olive Branch",281,431751.085409
"Palatine",280,368178.800000
"Warrensburg",280,266627.092857
"High Pt",280,301248.611511
"Dunlap",279,234274.548387
"Glasgow",279,178585.189964
"Warrenton",279,637033.405018
"Dade City",279,438533.670251
"Manchester Township",279,231653.053763
"Steamboat Springs",279,2333115.931900
"Polk City",278,259207.892086
"Cornelius",278,795597.705036
"Deforest",278,296503.043165
"Elmira",278,124465.679856
"Falls Church",278,849213.223022
"Vineland",278,254691.474820
"Zachary",278,292953.528777
"Mc Cormick",278,102030.413669
"Albertville",277,327486.772563
"Wausau",277,203002.548736
"Walker",276,217848.923913
"Waunakee",276,323138.644928
"Westport",276,2207830.750000
"Pleasant Hill",276,475558.275362
"Prairieville",276,294843.923913
"Seligman",276,91248.710145
"Staunton",276,287902.224638
"Gold Canyon",276,526303.318841
"Granite Falls",276,225954.695652
"Brookeland",276,149603.554348
"Dahlonega",276,380160.840580
"Nicholasville",275,431394.807273
"Norwich",275,227993.087273
"Elkton",275,442905.920000
"Hattiesburg",275,232348.505455
"Durango",274,953744.032847
"Gloucester",274,398266.441606
"Grafton",274,269366.208029
"Imperial",274,283159.251825
"Key Largo",274,2265439.875912
"Crosby",274,373764.047445
"Murray",274,264870.726277
"Ooltewah",274,483255.576642
"Owasso",274,431834.762774
"Lucerne Valley",273,156481.633700
"Mount Airy",273,402765.118959
"Jeffersonville",273,284518.329670
"Wedowee",273,183221.776557
"Bunnell",273,276047.490842
"Abingdon",272,274508.161765
"Barstow",272,280888.867647
"Battle Ground",272,612433.683824
"Chambersburg",272,328567.827206
"Fishers",272,471827.514706
"Goldsboro",272,212341.610294
"Sahuarita",272,354354.863971
"Norristown",272,326063.683824
"Wilson",272,850274.698529
"Winfield",271,258875.409594
"Schertz",271,473706.512915
"Clarkston",271,359921.627306
"Coconut Creek",271,316436.464945
"Oxnard",271,974233.398708
"La Marque",270,358391.100000
"Lenexa",270,678247.348148
"Shirley",270,312148.466667
"Hereford",270,144993.140741
"Arnold",270,402806.229630
"Bangor",270,246917.177778
"Seaford",269,399155.059480
"Silver City",269,210684.349442
"Sun Prairie",269,325895.576208
"Tooele",269,489196.397770
"Valley",269,247525.888476
"Lahaina",269,2547828.810409
"Gatlinburg",269,651000.200743
"Kailua Kona",268,2451046.313433
"Wickenburg",268,642133.033582
"Pomona",268,683425.555970
"Thousand Oaks",268,1486105.690299
"Maple Grove",268,638650.152985
"Young Harris",267,121202.996255
"Addison",267,300522.606742
"Bullard",267,249691.153558
"Copperas Cove",267,267194.528090
"East Elmhurst",267,713895.464419
"Fairmont",267,191591.485019
"Highland Park",267,1072666.801498
"Jarrell",267,416815.411985
"Tempe",267,472855.865169
"Rancho Cucamonga",266,801284.785714
"Rancho Mirage",266,1376558.018797
"Travelers Rest",266,269821.518797
"Anniston",266,145376.018797
"Crescent City",266,272859.766917
"Janesville",266,253402.661654
"Key West",265,1427714.140226
"Post Falls",265,688853.973585
"Saint Helena Island",265,314771.067925
"Acton",265,521991.230189
"Afton",265,454216.256604
"Cabot",264,218240.893939
"Ennis",264,594435.045455
"Lindale",264,478484.261364
"Mays Landing",264,277928.981061
"Louisburg",263,308541.653992
"Brownwood",263,159349.547529
"Camdenton",263,378698.965779
"West Jefferson",263,149066.581749
"Silverthorne",263,1281844.939163
"Tuckerton",262,352496.774809
"Coatesville",262,389134.965649
"Enid",262,188804.076336
"Graford",262,279875.202290
"Nixa",262,330366.591603
"Walsenburg",262,219856.068702
"Whitehall",262,328346.572519
"Elk Grove",261,774096.601533
"Clearfield",261,583209.524904
"Dexter",261,356902.651341
"Oakland Gardens",261,519652.145594
"Opelousas",261,128614.919540
"Mars Hill",260,182025.223077
"Vallejo",260,539134.384615
"Van Buren",259,184028.841699
"Lufkin",259,306420.907336
"Newcastle",259,555216.768340
"Santa Maria",259,742247.579151
"Fallbrook",259,1064571.000000
"Bronxville",259,1011985.235521
"Broken Bow",258,649708.589147
"Pittsfield",258,251968.279070
"San Jacinto",258,464174.383721
"Vicksburg",258,214734.220930
"Napa",258,1895536.162791
"Hinesville",258,291373.627907
"Kokomo",258,124102.372093
"Apollo Beach",257,615291.229572
"Bloomfield Hills",257,1248081.105058
"Champaign",257,267029.821012
"Clarkesville",257,231561.871595
"Porterville",257,432721.552529
"South Lyon",257,531182.396887
"Lorain",257,147389.085603
"Mabank",256,316716.480469
"Oakland Park",256,481435.601563
"Keystone Heights",256,149653.769531
"Lake Ozark",255,373014.752941
"Marshfield",255,364064.647059
"Vacaville",255,712052.725490
"Bartlesville",255,203312.180392
"Blanchard",255,239045.615686
"Buda",255,660077.349020
"Snohomish",255,1024409.501961
"Uniontown",255,220720.160784
"Searcy",254,166503.787402
"Sequim",254,513557.078740
"Sun City Center",254,352028.248031
"Waianae",254,650993.740157
"Grandview",254,354431.598425
"Leesville",254,196508.893701
"Marble Falls",254,533277.641732
"Floresville",253,348224.426877
"Ridgecrest",253,228981.636364
"Spanish Fork",253,648071.150198
"Valparaiso",253,441208.023715
"Pottstown",252,290144.924603
"Loris",252,246050.563492
"Mojave",252,117006.496032
"Norwood",252,517179.940476
"El Dorado Hills",252,1112428.019841
"Jensen Beach",252,546716.107143
"Absecon",252,251291.484127
"Cicero",252,275555.865079
"Crowley",252,384719.551587
"Derby",252,260253.809524
"Dewey",252,311818.027778
"Corvallis",251,628168.103586
"Odenville",251,206097.804781
"Palm City",251,892215.410359
"Prospect",251,575248.804000
"Rosenberg",251,565051.597610
"Tarpon Springs",251,715857.976892
"Hertford",251,110629.589641
"Kelseyville",251,250868.498008
"Leavenworth",250,393779.656000
"Orangeburg",250,179525.628000
"Bethel",250,336090.260000
"Pleasanton",250,1138020.784000
"Sturgis",250,266342.508000
"Sunbury",250,474172.236000
"Maggie Valley",249,184985.771084
"Malibu",249,8267888.698795
"Mayer",249,130500.995984
"New Rochelle",249,713348.755020
"Ellenwood",249,328496.638554
"Des Plaines",249,273801.285141
"Blythewood",248,309728.600806
"Lindenhurst",248,550960.185484
"Livermore",248,1184648.435484
"Stanley",248,521082.181452
"Thermal",248,603134.245968
"Torrance",248,997686.209677
"Republic",247,309770.348178
"Sylvania",247,244968.554656
"Paragould",247,191034.708502
"Berwyn",247,515432.145749
"Bondurant",247,376573.056680
"Homer",247,318742.425101
"Kenai",247,151036.437247
"North Little Rock",246,177138.182927
"Poplar Bluff",246,167207.670732
"Sandusky",246,163034.695122
"Star",246,701283.162602
"Batesville",246,228010.520325
"Darlington",246,291368.215447
"Cadiz",245,115570.359184
"Colfax",245,327393.951020
"Montague",245,280798.322449
"Palm Beach",245,7187557.734694
"Palmer",245,480942.857143
"Fraser",245,829937.444898
"Kannapolis",245,342001.840816
"Rutledge",245,185844.412245
"Sunrise Beach",245,404391.677551
"Tracy",245,937783.510204
"Ottawa",244,234254.110656
"Bath",244,271783.516393
"North Bend",243,631342.213992
"Van alstyne",243,576266.390947
"Rutherfordton",243,157884.835391
"Guthrie",243,317115.160494
"Hugo",243,511244.172840
"Dunedin",242,535558.561983
"Farmingdale",242,607096.884298
"Fort Myers Beach",242,1075650.764463
"Harvey",242,152306.909091
"Hutchinson",242,203149.595041
"Whitestown",242,424715.913223
"Wittmann",242,318581.041322
