"city","count(*)","avg(price)"
"South Houston",25,258243.600000
"South River",25,434607.600000
"Spencerville",25,322801.000000
"Springerville",25,586282.360000
"Stevens",25,479683.800000
"Stony Creek",25,167809.920000
"Stony Point",25,336506.400000
"Summerlin",25,1899587.840000
"Sumterville",25,737156.000000
"Suwannee",25,218707.960000
"Tionesta",25,87500.000000
"Trevor",25,275092.000000
"Trujillo Alto",25,665459.520000
"Philo",24,704212.458333
"Plattsburg",24,166567.500000
"Pomeroy",24,220475.000000
"Prince George",24,421755.458333
"Pt Sulphur",24,195712.500000
"Quilcene",24,358568.750000
"Rancho Murieta",24,631433.291667
"Red Springs",24,112900.000000
"Redgranite",24,125951.583333
"Reynoldsville",24,126585.416667
"Rixeyville",24,482345.833333
"Rush City",24,730470.833333
"Saint Peter",24,240107.791667
"Sand Lake",24,217741.666667
"Saxonburg",24,221583.333333
"Schuylerville",24,335712.500000
"Seven Hills",24,290629.166667
"Seven Valleys",24,384944.125000
"Shavertown",24,126010.416667
"Shickshinny",24,185200.000000
"Silver Lake",24,130620.875000
"Skidmore",24,104315.625000
"Somis",24,4339081.208333
"South Shore",24,144820.833333
"Southwick",24,582695.791667
"Staatsburg",24,334903.791667
"Steilacoom",24,809481.250000
"Tahoe City",24,5291787.500000
"Tamassee",24,232041.625000
"Tishomingo",24,243508.333333
"Ulen",24,32850.000000
"Ulster Park",24,323737.458333
"Valley Head",24,143956.250000
"Vashon",24,748708.333333
"Vega Alta",24,516341.666667
"Veradale",24,881006.583333
"Wahpeton",24,156156.833333
"Warm Springs",24,376320.833333
"Waterford Works",24,263250.000000
"Wentworth",24,301589.541667
"West Helena",24,32215.208333
"Williston Park",24,978783.250000
"Willsboro",24,578758.916667
"Wolcottville",24,249745.833333
"Woodbourne",24,299044.791667
"Worden",24,291633.333333
"Zumbrota",24,475637.500000
"Dos Palos",24,734066.583333
"Downs",24,153220.833333
"East China",24,268225.000000
"Ebony",24,142750.000000
"Elkland",24,311828.291667
"Essex Jct",24,443270.833333
"Falkville",24,182301.041667
"Florham Park",24,968002.375000
"Folcroft",24,177166.666667
"Fort Loudon",24,104083.333333
"Fosters",24,119133.333333
"Francis Creek",24,55191.666667
"Garnett",24,158299.875000
"Germanton",24,278441.666667
"Glade Park",24,786768.125000
"Goffstown",24,469137.500000
"Gustine",24,469300.858333
"Hamshire",24,233980.375000
"Harpursville",24,181976.041667
"Harsens Island",24,610478.625000
"Hasbrouck Heights",24,560100.000000
"Hauula",24,1293229.125000
"Healdton",24,250345.833333
"Hillman",24,338054.375000
"Jersey Shore",24,157575.000000
"Junction",24,1015922.916667
"Kenbridge",24,141039.583333
"Keota",24,260987.458333
"Killdeer",24,354579.166667
"Killingworth",24,599100.000000
"La Junta",24,489187.500000
"Lackawanna",24,155154.166667
"Lapel",24,110854.583333
"Larose",24,113766.666667
"Lava Hot Springs",24,431767.916667
"Leopolis",24,29820.833333
"Logandale",24,702624.916667
"Lothian",24,310024.583333
"Lovelady",24,1061837.833333
"Macedon",24,254365.625000
"Macks Creek",24,234758.333333
"Manitou Beach",24,525620.166667
"Marmora",24,414449.958333
"Matlacha",24,865495.750000
"Mc Connellsburg",24,165295.791667
"McArthur",24,1293275.000000
"Midfield",24,173316.666667
"Muncy",24,203558.333333
"New Glarus",24,412741.666667
"New Hill",24,896707.625000
"North Freedom",24,117600.000000
"North Troy",24,251787.500000
"Norwell",24,1248429.125000
"Old Monroe",24,234610.833333
"Orangeville",24,400562.500000
"Pangburn",24,414666.625000
"Panora",24,231591.750000
"Pawcatuck",24,372895.833333
"Pearcy",24,225983.333333
"Alburgh",24,308425.000000
"Ancram",24,735575.000000
"Avenel",24,388241.625000
"Ballard",24,273950.000000
"Battleboro",24,269227.500000
"Bayard",24,123787.500000
"Bel Aire",24,245531.708333
"Biglerville",24,582633.291667
"Brush",24,453120.833333
"Callao",24,239099.916667
"Campbellsburg",24,222166.666667
"Capon Bridge",24,85483.333333
"Carlyle",24,113725.000000
"Cayey",24,353966.666667
"Chapmanville",24,215533.333333
"Chappell Hill",24,614806.875000
"Chesterland",24,443950.000000
"Circle Pines",24,502530.000000
"Clintwood",24,94391.666667
"Coats",24,242080.416667
"Concan",24,478116.666667
"Cooper",24,288159.583333
"Cotter",24,234020.791667
"Cottonwood Heights",24,958787.500000
"Cumberland Furnace",24,451112.500000
"Altmar",23,242113.043478
"Arnoldsville",23,396582.608696
"Bell Gardens",23,1106430.434783
"Belle Haven",23,260860.869565
"Bellows Falls",23,184695.652174
"Bicknell",23,132546.608696
"Bogota",23,437682.565217
"Bourbon",23,127871.739130
"Bourne",23,775313.000000
"Camilla",23,247059.478261
"Camino",23,549328.173913
"Carbon",23,411019.304348
"Cardington",23,195869.434783
"Carmichaels",23,171252.173913
"Cashion",23,444148.478261
"Cass City",23,172565.217391
"Cave Springs",23,627023.956522
"Ceresco",23,274408.695652
"Chesapeake City",23,390099.130435
"Claysville",23,211211.608696
"Clymer",23,179256.478261
"Coalmont",23,209286.869565
"Cochranton",23,161526.086957
"Condon",23,989455.434783
"Cornell",23,208277.304348
"Cranford",23,592543.391304
"Crooksville",23,143560.869565
"Culleoka",23,371091.260870
"Dania",23,505812.565217
"Dillwyn",23,226593.478261
"Dresher",23,705334.173913
"Eagle Point",23,701330.434783
"East Durham",23,416652.173913
"Fallsburg",23,152654.304348
"Fisher",23,105743.260870
"Foster City",23,1409039.130435
"Glade Spring",23,170708.478261
"Glen Ellen",23,2716478.260870
"Glen Ridge",23,864521.739130
"Gordo",23,506761.478261
"Gowanda",23,84004.347826
"Green Isle",23,239472.826087
"Gridley",23,767891.260870
"Grimsley",23,196430.434783
"Hainesport",23,687086.956522
"Hanna",23,490190.956522
"Harahan",23,360704.260870
"Harviell",23,99126.086957
"Hermansville",23,140408.695652
"Hickory Hills",23,297781.434783
"Highland Heights",23,308400.000000
"Hilltop Lakes",23,213427.869565
"Holliday",23,564472.086957
"Honey Brook",23,480328.260870
"Horse Cave",23,137521.217391
"Indian Lake",23,240569.565217
"Island Heights",23,906647.739130
"Pikesville",23,840305.086957
"Pine Valley",23,713371.217391
"Pleasant Shade",23,376043.434783
"Pt Byron",23,60439.130435
"River Edge",23,735990.826087
"River Grove",23,231517.391304
"Rock Spring",23,387743.478261
"Ronceverte",23,144052.173913
"Ruidoso Downs",23,267282.608696
"Saint Helen",23,235914.000000
"Saint johnsville",23,136934.347826
"Salemburg",23,178782.391304
"San Carlos",23,1792751.130435
"Schaghticoke",23,132026.086957
"Schenevus",23,133799.956522
"Scotland",23,291115.869565
"Searsport",23,417439.086957
"South Barrington",23,969115.956522
"South Milwaukee",23,198321.739130
"Street",23,678369.086957
"Sullivan City",23,203907.826087
"Swarthmore",23,413896.826087
"Taberg",23,168617.391304
"Tahuya",23,363167.391304
"Timberlake",23,250739.130435
"Titus",23,200486.956522
"Tobaccoville",23,173404.347826
"Topsham",23,440291.260870
"Trapper Creek",23,184626.043478
"Valley Grande",23,110426.086957
"Wadmalaw Island",23,732495.652174
"Waldwick",23,510778.217391
"Walnut Shade",23,513834.347826
"Warden",23,420134.652174
"Waseca",23,252660.869565
"Washington Island",23,254843.478261
"West Milton",23,349269.565217
"Wheeler",23,324458.913043
"Whites Creek",23,570228.260870
"Willow Creek",23,490382.608696
"Windsor Locks",23,218552.130435
"Wittenberg",23,56000.000000
"Woodsboro",23,236295.608696
"Yaphank",23,509573.304348
"La Joya",23,362426.652174
"Lake Suzy",23,347276.086957
"Latonia",23,332173.913043
"Leakey",23,645426.043478
"Leo",23,378795.652174
"Leona valley",23,867045.260870
"Loon Lake",23,370451.652174
"Lowellville",23,148238.086957
"Madison Lake",23,319718.391304
"Marstons Mills",23,595360.869565
"Midland Park",23,587365.086957
"Mifflintown",23,251539.130435
"Millsap",23,771439.217391
"Minster",23,156021.695652
"Moriches",23,565169.478261
"Mounds View",23,332886.956522
"Mount Calm",23,353955.652174
"Mount Crested Butte",23,796520.739130
"Mount Desert",23,958565.217391
"Mount Lemmon",23,163043.478261
"Moyie Springs",23,500682.608696
"Nathrop",23,546360.869565
"New Bremen",23,104447.826087
"New Era",23,187417.391304
"Newburyport",23,977000.000000
"North Garden",23,1296560.434783
"Old Greenwich",23,2207217.391304
"Otis Orchards",23,478157.521739
"Paradise Town",23,386944.652174
"Pardeeville",23,202234.782609
"Parsippany",23,641306.391304
"Pascoag",23,384921.739130
"Peck",23,215108.478261
"La Fargeville",22,115245.409091
"Laceys Spring",22,319736.363636
"Lamy",22,1439373.545455
"Lauderdale",22,179231.772727
"Lavaca",22,263713.636364
"Lewis",22,310677.272727
"Lochbuie",22,406270.454545
"Lyons Falls",22,59927.272727
"Manchester Center",22,323445.454545
"Marbury",22,143704.500000
"Markle",22,75506.818182
"Mc Rae",22,213745.772727
"Mendenhall",22,172690.909091
"Mendocino",22,1401018.181818
"Mesick",22,88990.909091
"Mongaup Valley",22,487372.727273
"Moreland Hills",22,1154577.227273
"Mount Ulla",22,272354.545455
"Mountain",22,149363.545455
"Mountain Dale",22,300985.318182
"Muscoda",22,166036.363636
"Natural Bridge",22,165318.181818
"Nelsonville",22,132304.454545
"Neshkoro",22,183743.181818
"Newkirk",22,235222.500000
"Newman Lake",22,480354.954545
"North Edwards",22,117445.454545
"Oakboro",22,298992.954545
"Ogema",22,437193.454545
"Onamia",22,135795.363636
"Ossipee",22,130382.863636
"Otterville",22,54090.909091
"Pima County",22,448911.318182
"Pinckneyville",22,152880.000000
"Pinetops",22,90718.181818
"Pipersville",22,760577.227273
"Port Isabel",22,387177.272727
"Posey",22,159738.181818
"Prentice",22,191927.000000
"Pt Norris",22,133069.318182
"Pt Orford",22,490631.818182
"Refugio",22,438236.727273
"Renfrew",22,102831.818182
"San Saba",22,743767.045455
"SEWANEE",22,354597.727273
"Silex",22,262315.909091
"Smithsburg",22,264932.272727
"South Hadley",22,308076.590909
"Spindale",22,171163.636364
"Steuben",22,202907.500000
"Stewartsville",22,340199.772727
"Summit Argo",22,231463.636364
"Thornwood",22,964485.772727
"Trumansburg",22,271272.727273
"Tukwila",22,582131.772727
"Underwood",22,325690.863636
"Union Springs",22,309399.954545
"Aguilar",22,145422.727273
"Alberta",22,83654.545455
"Antwerp",22,104024.590909
"Aquilla",22,270504.590909
"Aragon",22,306131.818182
"Astatula",22,588377.272727
"Barling",22,137509.136364
"Barton",22,206592.227273
"Bass Lake",22,1103818.181818
"Bay Harbor",22,1169590.909091
"Beach Lake",22,307763.636364
"Belle Isle",22,514359.090909
"Berne",22,252435.590909
"Bethel Springs",22,114444.090909
"Bluffdale",22,1101120.454545
"Bonita",22,1390486.363636
"Boyne Falls",22,150831.818182
"Broad Brook",22,415913.636364
"Burneyville",22,129950.409091
"Burnham",22,147009.045455
"Burnt Hills",22,460678.636364
"Bybee",22,209152.380952
"Cadott",22,203038.636364
"Center Pt",22,1078710.909091
"Center Valley",22,502047.500000
"Century",22,164536.363636
"Chaffee",22,188236.363636
"Churubusco",22,303777.272727
"City of Westlake",22,507944.545455
"Clay Center",22,145736.363636
"Coahoma",22,302253.863636
"Cobbtown",22,37722.727273
"Cokato",22,194993.045455
"Coker",22,246309.000000
"Cold brook",22,239404.500000
"Cold Spring Harbor",22,2417495.409091
"Cologne",22,453425.045455
"Colon",22,278527.272727
"Craigsville",22,216484.090909
"Dallastown",22,365877.500000
"Doraville",22,412163.181818
"Dorr",22,255445.454545
"Downsville",22,192916.590909
"Dry Prong",22,133200.000000
"Duck",22,1363023.863636
"Duquesne",22,69059.181818
"East Canton",22,254073.636364
"East Freetown",22,621310.181818
"East Patchogue",22,409688.545455
"East Tawas",22,145018.181818
"Ebensburg",22,182554.545455
"Elizaville",22,416422.727273
"Elk Rapids",22,270677.272727
"Emily",22,101713.636364
"Factoryville",22,395200.000000
"Fairless Hills",22,344113.636364
"Far Hills",22,2352694.909091
"Florida",22,510768.181818
"Fort Hancock",22,38908.636364
"Fountain City",22,241050.000000
"Freeville",22,217189.772727
"French Settlement",22,171904.545455
"Garrett",22,230904.500000
"Gladwyne",22,2267536.363636
"Gladys",22,215831.818182
"Glenwood Landing",22,2046510.818182
"Greers Ferry",22,255681.318182
"Griffith",22,182499.954545
"Guernsey",22,152077.272727
"Haworth",22,899004.545455
"Hermosa",22,840190.863636
"Hometown",22,177577.272727
"Horseshoe Beach",22,256159.090909
"Hurleyville",22,191648.727273
"Indian Mound",22,409023.818182
"Issue",22,233426.818182
"Jacumba",22,585859.090909
"Kemmerer",22,625531.090909
"Kouts",22,61540.909091
"Vanderbilt",22,111018.181818
"Waite Park",22,176722.681818
"Warrensville",22,148322.727273
"Washington Crossing",22,959291.318182
"Waymart",22,222502.954545
"Weyauwega",22,191795.454545
"Willowick",22,245513.636364
"Willows",22,357064.636364
"Woburn",22,754736.363636
"Woodleaf",22,174681.681818
"Youngtown",22,385954.500000
"Valhalla",21,763271.190476
"Virginia City",21,530614.285714
"Walling",21,152715.666667
"Wallington",21,530899.428571
"Wanette",21,338885.619048
"Waterboro",21,201845.238095
"Watson",21,304069.428571
"West Berlin",21,258008.809524
"West Fork",21,444885.714286
"West Middlesex",21,190757.142857
"West Peoria",21,88571.428571
"West Winfield",21,204176.190476
"Woolwich",21,184895.238095
"Yarnell",21,174326.047619
"Yermo",21,102616.571429
"Young",21,351904.761905
"Alfred",21,262137.857143
"Allyn",21,430273.809524
"Amenia",21,1752161.619048
"Angie",21,234074.333333
"Aquasco",21,323996.666667
"Arvonia",21,93010.000000
"Barkhamsted",21,265980.952381
"Barnsdall",21,370502.380952
"Bedford Hills",21,2124309.285714
"Beech Mountain",21,455804.285714
"Berkeley Heights",21,693423.714286
"Bremond",21,241567.619048
"BRILLION",21,233395.238095
"Brookwood",21,156028.571429
"Brundidge",21,96395.238095
"Callicoon",21,522990.476190
"Calumet",21,136890.476190
"Canon",21,365800.000000
"Castleton On Hudson",21,329838.095238
"Catonsville",21,348890.428571
"Cayce",21,227500.000000
"Cedar Crest",21,266080.952381
"Central Square",21,154504.714286
"Charlotte Hall",21,477580.952381
"Chickasaw",21,58523.333333
"Chilhowie",21,166426.190476
"Clare",21,173438.095238
"Claysburg",21,57647.619048
"Climax",21,216366.619048
"Colcord",21,555299.285714
"Collbran",21,504009.523810
"Corbett",21,495971.428571
"Crescent Valley",21,64132.714286
"Crouse",21,302141.571429
"Damon",21,285147.142857
"Dassel",21,251178.571429
"Davidsonville",21,1230403.809524
"Devon",21,910995.238095
"Le Grand",21,3186652.380952
"Lebec",21,1916542.571429
"Leola",21,273328.809524
"Lone Grove",21,218028.571429
"Long Pond",21,230071.428571
"Madawaska",21,156261.904762
"Marionville",21,206376.190476
"Markesan",21,278042.809524
"Maupin",21,280545.238095
"Melvindale",21,127109.476190
"Milam",21,584166.666667
"Milbridge",21,149009.476190
"Minong",21,208947.619048
"Moapa",21,746500.000000
"Monkton",21,700399.047619
"Morris chapel",21,282399.952381
"Moultonborough",21,276961.904762
"Mount Bethel",21,331271.428571
"NEW HOLSTEIN",21,101828.571429
"New Portland",21,230028.571429
"Newbury Park",21,670657.142857
"Northborough",21,627014.238095
"Nutrioso",21,172035.714286
"Ocean Grove",21,1001795.238095
"Orrtanna",21,238957.095238
"Pellston",21,76085.714286
"Philippi",21,161769.285714
"Pioche",21,542721.428571
"Point Pleasant",21,232545.714286
"Port Clinton",21,401052.380952
"Port Monmouth",21,558930.809524
"Porterfield",21,84947.619048
"Queenstown",21,1215280.952381
"Ramseur",21,160940.476190
"Resaca",21,473208.000000
"Richland Hills",21,305140.047619
"Richmond Heights",21,198180.952381
"Rison",21,140900.476190
"Rochelle Park",21,536223.714286
"Rolling Hills",21,4068392.857143
"Rose",21,458142.857143
"Saint George Island",21,1140962.714286
"Saint Paris",21,349824.285714
"Sainte Genevieve",21,212666.666667
"Sausalito",21,2230280.380952
"Schriever",21,493599.285714
"Searchlight",21,188487.190476
"Solon Springs",21,177332.952381
"South Dennis",21,719933.333333
"South Mills",21,327038.095238
"Southern Shores",21,875061.904762
"St Augustine",21,1618508.000000
"Stevenson",21,604909.428571
"Stone Ridge",21,596069.047619
"Sugarloaf Key",21,1294857.142857
"Sunbright",21,266529.333333
"Swan Valley",21,411857.142857
"Tabernash",21,927141.809524
"Talco",21,347625.952381
"Tappan",21,593709.523810
"Thatcher",21,473490.476190
"Toa Baja",21,297209.523810
"Tyner",21,173492.380952
"Duffield",21,181404.761905
"Dunmore",21,220695.238095
"Dupo",21,139628.571429
"Dushore",21,164066.666667
"Duxbury",21,1161319.095238
"Dyke",21,819838.095238
"Epsom",21,556338.095238
"Erath",21,206891.857143
"Fordyce",21,216944.047619
"Fort Ann",21,209861.809524
"Fort Ashby",21,103294.142857
"Frankenmuth",21,302057.142857
"Freer",21,825493.809524
"Fripp Island",21,559430.952381
"Fultonville",21,235338.000000
"Glennallen",21,63716.666667
"Golconda",21,150671.285714
"Grand Terrace",21,548175.619048
"Greybull",21,256247.619048
"Gueydan",21,194257.142857
"Guy",21,625874.904762
"Hahnville",21,326050.904762
"Harleyville",21,448609.523810
"Harpswell",21,558942.857143
"Hermon",21,259709.523810
"Hesston",21,170323.809524
"Hodgenville",21,206219.000000
"Irrigon",21,317921.428571
"Isleton",21,1000166.619048
"Kenansville",21,1136887.571429
"Kenova",21,133650.000000
"Kirtland",21,397028.000000
"Kutztown",21,405452.380952
"Donora",20,48441.050000
"Dousman",20,503660.000000
"Duanesburg",20,174687.450000
"Dunbarton",20,264040.000000
"East Chatham",20,852325.000000
"East Nassau",20,306369.900000
"East Palo Alto",20,1557044.400000
"Eastaboga",20,227814.950000
"Elcho",20,196220.000000
"Elk Creek",20,378169.250000
"Emporium",20,136345.000000
"Fall River Mills",20,210825.000000
"Feasterville Trevose",20,355842.700000
"Fennimore",20,140652.000000
"Flinton",20,43120.000000
"Fonda",20,185215.000000
"Fountain Hill",20,171160.000000
"Fruitport",20,264200.000000
"Gates Mills",20,1201995.000000
"Gerald",20,219209.950000
"Gillsville",20,585529.450000
"Glenn Dale",20,779034.400000
"Glocester",20,380954.900000
"Gotha",20,596085.000000
"Grand Ridge",20,100534.950000
"Great Meadows",20,235174.950000
"Hilmar",20,1019719.850000
"Holly Lake Ranch",20,245729.000000
"Hydro",20,131558.750000
"Igo",20,162665.000000
"Islip Terrace",20,493118.750000
"Jaffrey",20,406605.000000
"Jemez Springs",20,374020.000000
"Keeseville",20,253365.000000
"Kennard",20,275341.950000
"Kenyon",20,127785.000000
"Kincaid",20,424957.500000
"Lacygne",20,206299.300000
"Laurelville",20,345502.350000
"Lavale",20,223931.500000
"Lawtey",20,220454.950000
"Leonia",20,779735.000000
"Limington",20,259090.000000
"Longbranch",20,497925.000000
"Loogootee",20,181476.000000
"Lore City",20,274994.500000
"Mack",20,295930.000000
"Mackinaw",20,133354.600000
"Mangham",20,87970.000000
"Mannington",20,220000.000000
"Marcy",20,139365.000000
"Marine On Saint Croix",20,481132.000000
"Marion Station",20,280249.950000
"Maybrook",20,287369.750000
"Mc Queeney",20,764564.700000
"Mecosta",20,217999.850000
"Mill Hall",20,257755.000000
"Montgomery City",20,208450.000000
"Mount Enterprise",20,366787.500000
"Mountainburg",20,145415.000000
"Narrows",20,626445.000000
"New Tripoli",20,575194.500000
"Newark Valley",20,139895.000000
"Noel",20,253265.000000
"North Collins",20,170081.250000
"North Yarmouth",20,579825.000000
"Onyx",20,272668.500000
"Oradell",20,931384.350000
"Orefield",20,352404.900000
"Overbrook",20,252965.500000
"Ozawkie",20,96078.750000
"Pahokee",20,218270.000000
"Paia",20,4481449.950000
"Palo Verde",20,190708.800000
"Parker City",20,194318.500000
"Pawhuska",20,201520.000000
"Pearisburg",20,199149.950000
"Pegram",20,484759.950000
"Pelion",20,207044.250000
"Peosta",20,389204.950000
"Valley Mills",20,686808.100000
"Valmeyer",20,53012.150000
"Veguita",20,202820.900000
"Volant",20,125394.950000
"Warner",20,240590.000000
"West Nyack",20,753400.000000
"Wetmore",20,186742.700000
"Weyers Cave",20,264570.000000
"Whitleyville",20,353405.750000
"Whitney Pt",20,156975.000000
"Woodworth",20,150040.000000
"Yarmouth Pt",20,572515.000000
"Adams Run",20,168542.500000
"Alamo Heights",20,959780.200000
"Anacoco",20,262880.000000
"Ararat",20,286160.000000
"Archbold",20,349880.000000
"Ashley",20,142465.000000
"Atascosa",20,514294.950000
"Aydlett",20,185120.000000
"Bad Axe",20,120182.500000
"Baldwin City",20,276405.000000
"Basin",20,374435.000000
"Bear Creek",20,295095.000000
"Belcamp",20,238539.850000
"Belvedere Tiburon",20,9513900.000000
"Bigelow",20,166444.950000
"Biscayne Park",20,1199587.100000
"Blandon",20,270364.000000
"Blue Earth",20,95867.500000
"Boscobel",20,80685.000000
"Boyds",20,1226686.500000
"Brant Lake",20,306830.000000
"Brewerton",20,285800.000000
"Buellton",20,2096894.950000
"Burgess",20,306260.000000
"Burrillville",20,388510.000000
"Butternut",20,212488.150000
"Cabool",20,299987.500000
"Canovanas",20,189899.100000
"Centre Hall",20,528544.950000
"Clarksdale",20,161615.000000
"Colusa",20,433651.500000
"Coyle",20,190760.500000
"Creede",20,819895.000000
"Crystal City",20,1095285.500000
"Cut bank",20,240065.000000
"Daggett",20,316734.950000
"Dauphin",20,464089.400000
"Delton",20,264625.000000
"Dennis Port",20,507194.950000
"Dennison",20,99950.000000
"Denver City",20,234565.000000
"Diamond Pt",20,674195.000000
"Peterborough",20,786382.500000
"Peterstown",20,158325.000000
"Piketon",20,116265.000000
"Pompton Plains",20,717701.550000
"Port Deposit",20,584425.950000
"Prattsburgh",20,131555.000000
"Pt Pleasant",20,159155.000000
"Ramrod Key",20,1043994.950000
"Randle",20,316862.400000
"Ridge Spring",20,163333.000000
"Rineyville",20,215144.600000
"Roseboro",20,121845.000000
"Rosebud",20,490268.950000
"Royalton",20,102630.000000
"Saint Johnsbury",20,109807.500000
"Semora",20,316800.950000
"Shandon",20,1449399.600000
"Shell Rock",20,100365.000000
"Shiner",20,533330.600000
"Simms",20,1298897.450000
"Smithland",20,578910.000000
"South Fallsburg",20,399333.850000
"Spring Mills",20,310680.000000
"Stamping Ground",20,351093.000000
"Starbuck",20,162105.000000
"Stoutsville",20,212157.700000
"Swampscott",20,1676489.950000
"Theodosia",20,239439.950000
"Tilghman",20,194437.500000
"Timpson",20,163548.250000
"Trinity Center",20,311925.000000
"Trout Creek",20,614034.750000
"Tunica",20,163410.000000
"Tylertown",20,419217.950000
"Pierre Part",19,341381.578947
"Pilot Hill",19,1151604.736842
"Port Matilda",19,319751.578947
"Potrero",19,294994.736842
"Pownal",19,365484.210526
"Prairie Du Sac",19,555747.368421
"Prewitt",19,166473.684211
"Prichard",19,139642.105263
"Rector",19,241810.526316
"Redwood Valley",19,819484.157895
"Riesel",19,369426.315789
"Rock Rapids",19,226384.210526
"Rose Bud",19,166005.263158
"Roseau",19,154026.315789
"Round Lake Park",19,152273.684211
"Russells Point",19,196373.684211
"Saint Jo",19,761500.000000
"Saint Michaels",19,973085.947368
"Screven",19,178384.210526
"Shadyside",19,231994.736842
"Shubuta",19,262042.105263
"Springhill",19,127984.105263
"Springvale",19,235819.842105
"Steelville",19,422218.421053
"Strawn",19,1475560.526316
"Tamworth",19,239563.157895
"Thaxton",19,266913.157895
"Thompsonville",19,339644.736842
"Three Lakes",19,545989.473684
"Toa Alta",19,167857.894737
"Trent Woods",19,541342.105263
"Tygh Valley",19,672018.421053
"Valley Park",19,248922.105263
"Valliant",19,86166.631579
"Verdi",19,792835.263158
"Vergas",19,119184.210526
"Villa Grove",19,516316.526316
"Wake Village",19,168631.526316
"Wakeman",19,272505.263158
"Walnut Springs",19,469175.105263
"Waskom",19,143416.105263
"Webberville",19,229326.315789
"Weleetka",19,519062.842105
"West Henrietta",19,284931.578947
"White Pigeon",19,211200.000000
"Winneconne",19,272384.210526
"Winnfield",19,146526.263158
"Woods Cross",19,496377.631579
"Woodsville",19,85856.421053
"Woolwine",19,332557.894737
"Worley",19,1070152.578947
"Yankeetown",19,283057.894737
"Douglas City",19,428934.210526
"Dove Creek",19,393005.263158
"Duff",19,649131.578947
"Dupont",19,467773.684211
"Eldersburg",19,538010.473684
"Eldred",19,309389.473684
"Feeding Hills",19,329252.631579
"Fenwick Island",19,1378184.157895
"Fleischmanns",19,369210.526316
"Flovilla",19,252363.842105
"Furlong",19,722284.210526
"Gibson",19,211931.842105
"Gloster",19,121282.368421
"Glouster",19,124778.947368
"Grapeview",19,284540.105263
"Greenleaf",19,435299.894737
"Gustavus",19,251594.736842
"Hackett",19,246394.736842
"Hanson",19,359331.578947
"Hartsburg",19,305894.736842
"Hartwick",19,411373.157895
"Hazle Township",19,132180.000000
"Henagar",19,185221.052632
"Hooper",19,1753547.315789
"Hubbard Lake",19,125821.052632
"Huber Heights",19,310778.947368
"Industry",19,641184.210526
"Italy",19,671996.842105
"Ivor",19,85373.684211
"Jamesburg",19,425810.421053
"Jetersville",19,267307.157895
"Kansasville",19,384462.631579
"Keego Harbor",19,243873.684211
"Kinsale",19,230580.263158
"La Conner",19,481102.631579
"Lake Forest Park",19,999801.526316
"Lancing",19,331912.631579
"Larned",19,153500.000000
"Larsen",19,320444.210526
"Le Mars",19,288031.578947
"Leasburg",19,294389.473684
"Lignum",19,443052.631579
"Little Canada",19,357263.157895
"Little Valley",19,191539.473684
"Livermore Falls",19,205115.789474
"Lowgap",19,64476.578947
"Manton",19,269482.052632
"Mayhill",19,403281.578947
"Mc Dade",19,917352.052632
"Mc Minnville",19,253684.157895
"Mediapolis",19,99989.473684
"Mettawa",19,1131684.210526
"Monon",19,79253.210526
"Moosup",19,248742.105263
"Mountain Lake",19,140050.473684
"Mouth of wilson",19,247433.052632
"Napoleonville",19,239084.210526
"Neoga",19,54152.631579
"New athens",19,93194.736842
"New Holland",19,161856.578947
"New Knoxville",19,46352.631579
"New Lexington",19,220562.578947
"New Stanton",19,374884.210526
"North Branford",19,380157.894737
"Oakville",19,390944.157895
"Okahumpka",19,394485.631579
"Olmito",19,934366.315789
"Olmsted Twp",19,268131.736842
"Owingsville",19,157563.157895
"Ozona",19,615473.736842
"Pacific Grove",19,1238367.368421
"Palos Verdes Peninsula",19,2373368.421053
"Parsonsfield",19,126850.421053
"Pateros",19,658184.210526
"Pennington Gap",19,168810.526316
"Acme",19,226715.736842
"Aldan",19,257052.631579
"Alderpoint",19,214105.263158
"Ave",19,241834.631579
"Barryton",19,123615.789474
"Belford",19,559984.052632
"Bexley",19,896031.578947
"Big Rock",19,237726.315789
"Blanket",19,250097.789474
"Bly",19,129855.157895
"Bovey",19,172205.263158
"Boxborough",19,880100.263158
"Brashear",19,261818.368421
"Brown City",19,162973.684211
"Brownville",19,135684.210526
"Brushton",19,109468.421053
"Buena",19,119078.947368
"Cadet",19,135631.578947
"California Hot Springs",19,187410.526316
"Calvert",19,196538.736842
"Canyon City",19,233805.263158
"Carbon Cliff",19,43915.789474
"Carpenter",19,322806.578947
"Carrboro",19,560736.842105
"Chateaugay",19,136389.368421
"Choteau",19,853168.421053
"Churchton",19,304757.368421
"Clifton Springs",19,125162.894737
"Cozad",19,191694.736842
"Creve Coeur",19,65047.368421
"Cumby",19,253373.684211
"Curtis",19,415542.105263
"Cutler",19,217943.315789
"Desloge",19,133723.684211
"Dickerson",19,804288.684211
"Adolphus",18,133250.000000
"Ashburnham",18,333177.777778
"Asotin",18,432011.111111
"Aumsville",18,737149.944444
"Ballinger",18,171866.666667
"Barryville",18,127411.944444
"Bellemont",18,444713.888889
"Benzonia",18,298622.166667
"Bernville",18,311968.555556
"Bingham",18,186016.611111
"Blissfield",18,168244.444444
"Blossburg",18,120661.055556
"Bound Brook",18,462772.222222
"Brinkley",18,161408.333333
"Brodnax",18,61447.222222
"Brooklin",18,891888.888889
